comentario,Sentimiento,Confianza,Categoria
"Agusto, lo veia un poco saturado ",Neutro,0.9996688365936279,Neutral
Hoy no tomé camión pero por lo general cuando lo tomo llega a tardarse mucho y siempre piden tarjeta y no hay muchos lugares donde se pueda recargar y en los pocos lugares aveces no hay sistema.,Negativo,0.9996519088745117,Neutral
Pues lo que no me gusta que a veces van vacíos y no se parada  y lo que me gusta es que ya están asiendo lo de la tarjeta ,Neutro,0.9973282814025879,Neutral
"La vdd no me gusta mucho pq algunos chóferes no manejan bien y se llena de gente y tener que ir parada no es cómodo, me gusta que algunos tienen Internet ",Neutro,0.9952623844146729,Comodidad
"A veces parece que van peleando por tiempos y se pelean por la gente cuando cruzan tiempos, por lo que manejan a exceso de velocidad y ponen en riesgo a la gente abordo",Negativo,0.9997337460517883,Neutral
"Manejan como locos,cuando lo esperas y haces parada se siguen,huelen un poco mal y a veces el chofer es grosero ",Negativo,0.9995488524436951,Chofer
No me gusta que luego el timbre no sirve y tengo que gritar BAJAN,Negativo,0.9987785220146179,Neutral
"No, porque va muy recio y frena muy fuerte ",Negativo,0.9995507597923279,Neutral
Me gusto,Positivo,0.9996954202651978,Neutral
No me gusta que pasa después de mucho rato y eh llegado a esperar hasta una hora.,Negativo,0.9996050000190735,Tiempo
"Un poco incómoda, estaba muy llena la ruta ",Negativo,0.9997590184211731,Neutral
"Todo bien, bien servicio ",Positivo,0.9998965263366699,Neutral
No utilizo ,Negativo,0.9396223425865173,Neutral
Va lleno ,Negativo,0.9997372031211853,Comodidad
Más o menos ya ue tardo el camión y iba muy lleno,Neutro,0.9991438388824463,Comodidad
"Que no estuviera tan saturado y me haya tocado asiento, sin embargo me tocan estos beneficios porque vivi al norte y aún no sube mucha gente",Neutro,0.5577492117881775,Comodidad
Muy bien llegan varias en tiempos cortos aunque aveces pueden tardar ,Neutro,0.9995194673538208,Neutral
no jalaba el timbre y tuve que andar gritandole al chofer ,Negativo,0.9996678829193115,Chofer
No me subí hoy pero casi siempre que lo hago es una experiencia tranquila ,Neutro,0.9981573224067688,Neutral
No me gusta ,Negativo,0.9997492432594299,Neutral
Esta super padre ur en camión ,Positivo,0.9998719692230225,Neutral
mala ,Negativo,0.9958602786064148,Neutral
Me gusto ,Positivo,0.9991387128829956,Neutral
No tomo autobús ,Negativo,0.9266303777694702,Neutral
No utilizo autobus,Negativo,0.9997325539588928,Neutral
"Lo que me gusta que cuesta menos, lo que no me gusta es que tarde",Neutro,0.9982506632804871,Tiempo
No me gustó me sentía incómoda y no sabía por qué ,Negativo,0.9998143315315247,Neutral
No tomo el autobús ,Negativo,0.9871843457221985,Neutral
Se tarda mucho ,Negativo,0.9996116757392883,Neutral
Ta bien??,Positivo,0.9975715279579163,Neutral
Buena no venía tanta gente ,Positivo,0.9998158812522888,Neutral
No me gusta que se llena y siguen subiendo ,Negativo,0.9997627139091492,Neutral
"Una señora entro fumando e inhalando drogas, nadie le dijo nada fue horrible mientras duró ",Negativo,0.9670064449310303,Neutral
No xq había mucha jente y se atrasó demasiado ,Negativo,0.9996809959411621,Neutral
"No me gusta que los hombres sean tan fisgones, el olor. ",Negativo,0.9990940093994141,Estado
No me gusta como manejan,Negativo,0.999806821346283,Neutral
Se tarda mucho en pasar y no me gusta,Negativo,0.999760091304779,Neutral
Que pasa bien lleno ,Negativo,0.9997920393943787,Comodidad
Pz que se tarda en pasar y que pasa muy lleno ,Negativo,0.9997389912605286,Comodidad
Bien,Positivo,0.9996585845947266,Neutral
"Muy bien, nomás que a veces no sirve el timbre",Neutro,0.9997463822364807,Neutral
Pues está bien ,Positivo,0.9984856247901917,Neutral
No me gusta que se tarda demasiado ,Negativo,0.9996993541717529,Neutral
Muy mala demasiada gente ,Negativo,0.9996358156204224,Neutral
No me gusta que se tarda en pasar y no hace las paradas en donde debe ,Negativo,0.9995879530906677,Neutral
"Mucha gente en el transporte, especialmente los miércoles en la mañana y me gusta que ni tarde tanto ya que en mis tiempos medios hago de 17 a 22 minutos dependiendo de las personas, conductor, velocidad,paradas y unidad ya que hay 2 o 3 unidades que son muy lentas y otras más rápidas.",Neutro,0.9658659100532532,"Chofer, Tiempo"
Demasiada gente ,Negativo,0.9987025260925293,Neutral
Pues estuvo más o menos la 48 en las mañanas va muy llena y aveces no te puedes ni mover con libertad ,Neutro,0.9990065693855286,Neutral
Ps estuvo rápido llegue temprano ,Positivo,0.9744986295700073,Neutral
Fueron amables,Positivo,0.9995554089546204,Neutral
Nunca he andado en camión ,Negativo,0.9940578937530518,Neutral
No me gusta que haya mucha gente ,Negativo,0.9970470070838928,Neutral
A veces pasa muy temprano o a veces muy tarde,Neutro,0.9987314343452454,Tiempo
Tranquila ,Negativo,0.8845199942588806,Neutral
Lo que no me gusta es de que aveces sale tarde ,Negativo,0.9980868101119995,Tiempo
El camión iba demasiado lleno y seguía subiendo gente,Negativo,0.9998335838317871,Comodidad
A veces no llego a tiempo para tomar la ruta,Negativo,0.8141022324562073,Tiempo
Ps normal,Neutro,0.9952947497367859,Neutral
La mayoría de las veces es muy feo por qué el chófer frena horrible ,Negativo,0.9993732571601868,Chofer
Muy mal ,Negativo,0.9987749457359314,Neutral
"Mala, rebote en hasta el techo del camión ",Negativo,0.9667106866836548,Neutral
"Pues bien, un poco lleno",Neutro,0.8411451578140259,Comodidad
"no te tenido alguna mala experiencia, no soy mucho de tomar el autobús ",Neutro,0.9450232982635498,Neutral
Pagar,Neutro,0.9933567643165588,Neutral
Estuvo muy tranquilo ,Positivo,0.9998937845230103,Neutral
Si me gusta pero los camiones ya están muy viejos ,Neutro,0.9994511008262634,Neutral
Me gustan las músicas que ponen los microbuseros ,Positivo,0.9988595247268677,Neutral
Bien,Positivo,0.9996585845947266,Neutral
siempre va lleno,Negativo,0.9997974038124084,Comodidad
Pues no me gusta cuando se llenan muchos los camiones y estamos apretados,Negativo,0.9997448325157166,Neutral
Bien,Positivo,0.9996585845947266,Neutral
Las ventanas no abren ,Negativo,0.9998040795326233,Comodidad
No me gusta que se tarde mucho y yo tenga que esperar en el sol,Neutro,0.9377549290657043,Tiempo
Se tardan mucho en pasar,Negativo,0.999790608882904,Neutral
Tardan demasiado,Negativo,0.999670147895813,Neutral
Se tarda demasiado ,Negativo,0.9997860789299011,Neutral
normal,Neutro,0.9959565997123718,Neutral
que se tardan un buen ,Neutro,0.8196789026260376,Neutral
Pues ni malo ni bueno,Neutro,0.9949453473091125,Neutral
"Más que nada es el tiempo, no puedo pedir la gran cosa por $11 pesos, simplemente el horario retrasado, como por ejemplo llegar tarde por culpa de el camión, que siempre se llene y no nos deje subirnos:(",Neutro,0.6848760843276978,Tiempo
"Es incómodo y la verdad no está para nada agusto, ",Negativo,0.8351502418518066,Comodidad
"Muy bien, solo que es algo raro que vaya tan atascado ",Neutro,0.9997326731681824,Neutral
Que es rapido pero se llena mucho desde una hora temprana y de tarde igual ala hora de salida esta mas lleno,Neutro,0.9988186955451965,"Tiempo, Comodidad"
Bien,Positivo,0.9996585845947266,Neutral
Bueno pues olía un poco a marihuana pero bueno el chofer es mi amigo ,Neutro,0.9996852874755859,Chofer
Nuez tatas hiena porte ai mucho Majito y me da meto que me roben,Negativo,0.9946495890617371,Neutral
Muy lleno,Negativo,0.9997196793556213,Comodidad
bien ?? ,Neutro,0.7367160320281982,Neutral
Que pusieron wifi,Negativo,0.9998062252998352,Neutral
Me gusta cuando va un poco vacío ya que no se siente mucha incomodidad ,Positivo,0.9996169805526733,Neutral
Esque no uso autobus,Negativo,0.9997286200523376,Neutral
Pues no es agradable ya que se llena muy rapido y es difícil bajar,Negativo,0.9992988109588623,Neutral
No opino nada no los uso ,Negativo,0.9674426317214966,Neutral
Se amontona mucho,Negativo,0.9997853636741638,Neutral
No uso el bus,Negativo,0.9997716546058655,Neutral
"Si, me gusta ",Positivo,0.9998284578323364,Neutral
No lo uso,Negativo,0.9995936751365662,Neutral
No ay igiene ,Negativo,0.999821126461029,Neutral
"pues bastante buena, un poco rápida ",Positivo,0.999782383441925,Neutral
No uso autobúses,Negativo,0.999794065952301,Neutral
no lo uso,Neutro,0.99332594871521,Neutral
Si,Neutro,0.39485445618629456,Sin palabras
Buena ,Positivo,0.9997941851615906,Neutral
Pues es agradable,Positivo,0.9998785257339478,Neutral
Se tardó muchísimo ,Negativo,0.9997033476829529,Neutral
Tarda mucho en pasar,Negativo,0.9996825456619263,Neutral
Buen servicio ,Positivo,0.9998666048049927,Neutral
El tiempo de espera no me gusta pero el trato del conductor es muy bueno,Neutro,0.9996310472488403,"Chofer, Tiempo"
Se tarda mucho en pasar y cuando pasa viene llena,Negativo,0.9996275901794434,Neutral
pasa cada hora y muy llena y son pocas unidades ,Negativo,0.9997625946998596,Tiempo
Buena ,Positivo,0.9997941851615906,Neutral
Todo me gustó,Positivo,0.999893307685852,Neutral
Pocas veces hago uso del servicio pero cuando lo utilizo el tiempo de espera es muy alto y se llena excesivamente ,Negativo,0.9972634315490723,Tiempo
Falta de empatia en algunos conductores ,Negativo,0.9928697943687439,Chofer
No me gusta que se tarden tanto en pasar ,Negativo,0.9992423057556152,Neutral
Me gustó que fue rápido y eficaz y lo que no me gustó es que aveces tarda en llegar ,Neutro,0.9976536631584167,Neutral
Mala se tarda mucho y más cuando llega a pósitos en momentos el camionero se queda parado por positos con una acompañante ,Negativo,0.9995067119598389,Neutral
Pues me gusta porque venía vacío ,Positivo,0.9997696280479431,Neutral
El bus está feo,Negativo,0.9997608065605164,Neutral
Que aveces se tarda en pasar y va lleno,Negativo,0.9995598196983337,Comodidad
Pasa muy lleno y muy tarde,Negativo,0.9997658133506775,"Tiempo, Comodidad"
"No me gusta que tarde tanto em pasar, hace que llegue tarde a estudiar",Negativo,0.9996578693389893,Tiempo
"Si me gusta, ya que tiene internet gratis y el timbre funciona bien ",Positivo,0.9998118281364441,Estado
Es muy lento y normalmente se tarda mucho ,Negativo,0.99718177318573,Neutral
Pues lo que me gusta es que Lugo va un poco vacío pero a veces va muy llena,Neutro,0.9989842772483826,Neutral
Me gustó que te dan las buenas tardes ,Positivo,0.9921619296073914,Neutral
Está muy bien ,Positivo,0.9998481273651123,Neutral
Ni lo uso,Negativo,0.9997697472572327,Neutral
Es regularmente buena ,Positivo,0.999864935874939,Neutral
El autobús iba muy quedito y no podía subir (subidas),Negativo,0.9976720213890076,Neutral
"Muy buena, el camión venia vacío ",Positivo,0.9998635053634644,Neutral
Muy lleno,Negativo,0.9997196793556213,Comodidad
Me quedé muchi tiempo esperando y con este calor ya me estaba decidratando ,Negativo,0.9992050528526306,Tiempo
Fue rápido y limpio ,Positivo,0.9998960494995117,Estado
"Malo, todo sucio y viejo ",Negativo,0.9995334148406982,Estado
No me gustó porque son los camiones de antes y estaba sucio,Negativo,0.9998493194580078,Estado
"Me gusta, son muy modernos y el chófer se preocupo por nuestra seguridad",Positivo,0.96136075258255,Chofer
La comodidad ,Neutro,0.5312421917915344,Comodidad
"Malo, el chófer no se quiso parar ",Negativo,0.9997335076332092,Chofer
"Me gustó, paso rápido ",Positivo,0.9998853206634521,Neutral
Son muy lentos y tardan mucho en pasar ,Negativo,0.9996391534805298,Neutral
"Me encantó, la chófer tuvo precaución con los pasajeros ",Positivo,0.9998278617858887,Chofer
Tarda mucho en pasar el camión ,Negativo,0.9971674084663391,Neutral
Pasa muy llena ,Negativo,0.9997761845588684,Neutral
Muy amables los choferes dan las buenas tardes y muy uniformados ,Negativo,0.9952902793884277,Chofer
"Horrible, iba todo el camion bien lleno",Negativo,0.9994351267814636,Comodidad
Las señoras o señoritas que me han tocado siempre muy amables y el transporte muy limpio ,Neutro,0.9925773739814758,Estado
"Bien, tardo un poco pero de ahi en mas todo bien",Neutro,0.999451220035553,Neutral
"Tarda mucho en las mañanas, pasa uno cada hora ",Negativo,0.9988049268722534,Tiempo
"Me encantó, la tomé dos veces y el chófer fue muy amable con todos ",Positivo,0.9997583031654358,Chofer
Era un autobús muy viejo,Negativo,0.9996968507766724,Neutral
"Estuvo bien, cómodo y sin ningún problema ",Positivo,0.9998843669891357,Comodidad
"Me gustó, el chófer fue buena onda en mi ida a la prepa",Positivo,0.9998980760574341,Chofer
Muy buen servicio por las chicas y educadas siempre dando las buenas tardes.,Positivo,0.981788158416748,Neutral
"Fue cómodo, sin ningun problema ",Positivo,0.9998835325241089,Comodidad
"tardó mucho en pasar y en llegar a mi destino, iba muy lento",Negativo,0.9992287158966064,Neutral
En esa ruta los camiones están los un poco descuidado en las que yo me he subido ,Negativo,0.9988135099411011,Neutral
"Muy malo, tarda mucho en pasar y el chofer acepta dinero en monedas en vez de la tarjeta ",Negativo,0.9989292025566101,Chofer
"no me gusto, el chofer nomas dejo salir por la puerta delantera a sus amigos y a los demas no cuando el camión iba lleno",Negativo,0.9970556497573853,"Chofer, Comodidad"
"Lo camiones muy desgastados , en algun bache se sentía el golpeteo.",Negativo,0.9997631907463074,Neutral
"bien, el trayecto es algo largo pero estuvo cómodo ",Neutro,0.9994731545448303,Comodidad
Siempre lleno y a veces no cabemos,Negativo,0.9991025924682617,Comodidad
Siempre que tomo esa ruta muy temprano va saturada de gente hasta colgando en la puerta y eso no debería pasar.,Positivo,0.935717761516571,Neutral
"Horrible, el chófer va a exceso de velocidad y frena de repente ",Negativo,0.9955818057060242,Chofer
"Malo, el camión está todo viejo y se llena muy rápido ",Negativo,0.9997270703315735,Neutral
Bueno,Positivo,0.9997863173484802,Neutral
Nada,Negativo,0.9822194576263428,Neutral
"No me gustó, muy descuidado ",Negativo,0.9992108345031738,Neutral
